id_filme,nome_filme,ano_lanc_filme,ano_fim_filme,descricao_filme
205,Fast Five,2011,2014,O ex-policial Brian O'Conner faz parceria com o ex-presidiario Dom Toretto no lado oposto da lei. Desde que Brian e Mia Toretto quebraram Dom; eles atravessaram muitas fronteiras para iludir as autoridades. Agora apoiados em um canto no Rio de Janeiro; eles precisam fazer um ultimo trabalho para ganhar sua liberdade.
206,Sherlock Holmes: A Game of Shadows,2011,2014,Ha um novo mentor criminoso em geral (Professor Moriarty) e nao apenas ele e o equivalente intelectual de Holmes; mas sua capacidade para o mal e a falta de consciencia pode lhe dar uma vantagem sobre o detetive.
207,Clash of the Titans,2010,2013,Nascido de um deus; mas criado como homem; Perseus e incapaz de salvar sua familia de Hades; deus vingativo do submundo. Sem nada a perder; Perseu se oferece para liderar uma perigosa missao de derrotar Hades antes que ele possa tomar o poder de Zeus e libertar o inferno na Terra. Lutando contra demonios profanos e feras temiveis; Perseu e seus guerreiros so sobreviverao se Perseu aceitar seu poder como um deus; desafiar o destino e criar seu proprio destino.
208,Total Recall,1990,1993,O operario de construcao civil Douglas Quaid descobre um chip de memoria em seu cerebro durante uma viagem de realidade virtual. Ele tambem descobre que seu passado foi inventado para esconder um plano de dominacao planetaria. Logo; ele vai para Marte para descobrir quem ele e e quem plantou o chip.
209,The 13th Warrior,1999,2002,Em 922 dC; o cortesao arabe Ahmad Ibn Fadlan acompanha um grupo de vikings ao barbaro norte para combater o terror que abate vikings e devora sua carne.
210,The Bourne Legacy,2012,2015,Novo agente da CIA; Aaron Cross experimenta participacoes de vida ou morte que foram desencadeadas pelas acoes anteriores de Jason Bourne.
211,Batman & Robin,1997,2000,Junto com o parceiro de combate ao crime Robin e o novo recruta Batgirl; Batman luta contra a dupla ameaca do genio gelado Mr. Freeze e do horticultor homicida Poison Ivy. Congelar planeja colocar Gotham City no gelo; enquanto Ivy tenta criar uma brecha entre a dupla dinamica.
212,How the Grinch Stole Christmas,2000,2003,Dentro de um floco de neve existe a terra magica de Whoville. Em Whoville; viva os Whos; um tipo quase mutante de gente parecida com Munchkin. Todos os que amam o Natal; mas fora de seu amado Whoville vive o Grinch. O Grinch e uma criatura desagradavel que odeia o Natal e planeja rouba-lo do Whos; a quem ele igualmente abomina. No entanto; uma crianca pequena; Cindy Lou Who; decide tentar fazer amizade com o Grinch.
213,The Day After Tomorrow,2004,2007,Apos anos de aumento no efeito estufa; o caos e devastado globalmente na forma de furacoes catastroficos; tornados; maremotos; inundacoes e o inicio de uma nova Era do Gelo. Paleoclimatologista; Jack Hall tenta alertar o mundo ao mesmo tempo; pastoreando a seguranca de seu filho; preso em Nova York depois que a cidade esta sobrecarregada pelo inicio do novo grande congelamento.
214,Mission: Impossible II,2000,2003,Com o genio da computacao Luther Stickell ao seu lado e um belo ladrao em mente; o agente Ethan Hunt corre pela Australia e Espanha para impedir que um ex-agente do FMI desencadeie uma arma biologica geneticamente modificada chamada Chimera. Esta missao; caso Hunt escolha aceita-lo; mergulha-o no centro de uma crise internacional de magnitude aterrorizante.
215,The Perfect Storm,2000,2003,Em outubro de 1991; uma confluencia de condicoes climaticas se combinou para formar uma tempestade assassina no Atlantico Norte. Apanhado na tempestade estava o barco de pesca de espadas Andrea Gail. Prenuncio e antecipacao magnificos preenchem este drama da vida real; enquanto detalhes minuciosos dos barcos de pesca; seus equipamentos e o clima sao justapostos a aventura maritima.
216,4: Rise of the Silver Surfer,2007,2010,O Quarteto Fantastico retorna para a tela grande como um inimigo novo e todo poderoso ameaca a Terra. O aparentemente imparavel 'Silver Surfer'; mas nem tudo e o que parece e existem velhos e novos inimigos que representam uma ameaca maior do que os super-herois intrepidos percebem.
217,Life of Pi,2012,2015,A historia de um garoto indiano chamado Pi; o filho de um tratador que se encontra na companhia de uma hiena; zebra; orangotango e um tigre de Bengala depois de um naufragio; os deixa a deriva no Oceano Pacifico.
218,Ghost Rider,2007,2010,A fim de salvar seu pai moribundo; o jovem ciclista; Johnny Blaze; vende sua alma para Mephistopheles e; infelizmente; partes do coracao puro; Roxanne Simpson; o amor de sua vida. Years later; Johnny's path crosses again with Roxanne; now a go-getting reporter; and also with Mephistopheles; who offers to release Johnny's soul if Johnny becomes the fabled; fiery 'Ghost Rider'.
219,Jason Bourne,2016,2019,O mais perigoso ex-agente da CIA e retirado do esconderijo para descobrir verdades ocultas sobre seu passado.
220,Charlie's Angels: Full Throttle,2003,2006,Os Anjos sao acusados ??de encontrar um par de aneis que estao codificados com as informacoes pessoais dos membros do Programa de Protecao a Testemunhas. Conforme os informantes sao mortos; as mulheres visam um agente desonesto que pode ser o responsavel.
221,Prometheus,2012,2015,Uma equipe de exploradores descobre uma pista sobre as origens da humanidade na Terra; levando-os a uma jornada para os cantos mais escuros do universo. La; eles devem lutar uma batalha aterrorizante para salvar o futuro da raca humana.
222,Stuart Little 2,2002,2005,Stuart; um adoravel rato branco; ainda vive feliz com sua familia adotiva; os Littles; no lado leste do Central Park de Manhattan. Mais aventuras de rato louco estao na loja como Stuart; seu irmao humano; George; e seu gato travesso; Snowbell; partiu para resgatar um amigo.
223,Elysium,2013,2016,No ano de 2159; existem duas classes de pessoas: os muito ricos que vivem em uma estacao espacial intocada; chamada Elysium; e os demais; que vivem em uma Terra superpovoada e arruinada. A Secretaria Rhodes (Jodie Foster); uma linha dura do governo; nao hesitara em impor leis antiimigracao e preservar o estilo de vida luxuoso dos cidadaos de Elysium. Isso nao impede que as pessoas da Terra tentem entrar; por qualquer meio que puderem. Quando o desafortunado Max (Matt Damon) esta encurralado; ele concorda em assumir uma missao assustadora que; se for bem sucedida; nao apenas salvara sua vida; mas podera trazer igualdade a esses mundos polarizados.
224,The Chronicles of Riddick,2004,2007,Depois de anos de perseguicao de cacadores de recompensas; o fugitivo Riddick encontra-se repentinamente entre as forcas opostas em uma luta pelo futuro da raca humana. Agora; travando batalhas incriveis em mundos fantasticos e mortais; este heroi solitario e relutante emergira como o campeao da humanidade - e a ultima esperanca de um universo a beira da aniquilacao.
225,RoboCop,2014,2017,Na RoboCop; o ano e 2028 e o conglomerado multinacional OmniCorp esta no centro da tecnologia robotica. No exterior; seus drones tem sido usados ??pelos militares ha anos; mas foram proibidos de aplicar a lei nos Estados Unidos. Agora; a OmniCorp quer trazer sua tecnologia controversa para a frente domestica e eles veem uma oportunidade de ouro para faze-lo. Quando Alex Murphy - um marido amoroso; pai e bom policial fazendo o seu melhor para conter a onda de crime e corrupcao em Detroit - esta gravemente ferido; a OmniCorp ve a chance de construir um policial parcialmente homem-robo . A OmniCorp preve um RoboCop em todas as cidades e ainda mais bilhoes para seus acionistas; mas eles nunca contaram com uma coisa: ainda ha um homem dentro da maquina.
226,Speed Racer,2008,2011,Speed ??Racer e o conto de um piloto jovem e brilhante. Quando a corrupcao nas ligas de corrida custa ao irmao sua vida; ele deve se unir a policia e ao misterioso Racer X para por fim a corrupcao e as atividades criminosas. Inspirado pela serie de desenhos animados.
227,How Do You Know,2010,2013,Depois de ser cortada da equipe de softball dos EUA e sentindo um pouco alem do seu auge; Lisa encontra-se avaliando sua vida e no meio de um triangulo amoroso; como um sujeito corporativo em crise compete com seu namorado atual; jogando beisebol.
228,Knight and Day,2010,2013,Um casal fugitivo faz uma aventura glamourosa e; as vezes; mortal; onde nada e ninguem - nem a si mesmos - sao o que parecem. Em meio a mudancas de aliancas e traicoes inesperadas; eles correm em todo o mundo; com sua sobrevivencia; enfim; na batalha entre a verdade e a confianca.
229,Oblivion,2013,2016,Jack Harper e um dos ultimos reparadores de drones estacionados na Terra. Parte de uma enorme operacao para extrair recursos vitais apos decadas de guerra com uma terrivel ameaca conhecida como Scavs; a missao de Jack esta quase completa. Sua existencia e derrubada quando ele resgata um estranho bonito de uma espaconave abatida. Sua chegada desencadeia uma cadeia de eventos que o obriga a questionar tudo o que sabe e coloca o destino da humanidade em suas maos.
230,Star Wars: Episode III - Revenge of the Sith,2005,2008,Anos apos o inicio das Guerras Clonicas; os nobres Cavaleiros Jedi lideram um enorme exercito de clones numa batalha contra os separatistas. Quando o sinistro Sith desvelar uma conspiracao de mil anos para governar a galaxia; a Republica desmorona e das suas cinzas ergue-se o malvado Imperio Galactico. O heroi Jedi Anakin Skywalker e seduzido pelo lado negro da Forca para se tornar o novo aprendiz do Imperador - Darth Vader. Os Jedi sao dizimados; enquanto Obi-Wan Kenobi e o Mestre Jedi Yoda sao forcados a se esconder. A unica esperanca para a galaxia e a propria descendencia de Anakin - os gemeos nascidos em segredo que crescerao para se tornarem herois.
231,Star Wars: Episode II - Attack of the Clones,2002,2005,Dez anos apos a invasao de Naboo; a galaxia esta a beira da guerra civil. Sob a lideranca de um renegado Jedi chamado Conde Dooku; milhares de sistemas solares ameacam romper com a Republica Galactica. Quando uma tentativa de assassinato e feita contra a senadora Padme Amidala; a ex-rainha de Naboo; o aprendiz Jedi de vinte anos; Anakin Skywalker; e designado para protege-la. No curso de sua missao; Anakin descobre seu amor por Padme; assim como seu proprio lado sombrio. Logo; Anakin; Padme e Obi-Wan Kenobi sao atraidos para o coracao do movimento Separatista e o inicio das Guerras Clonicas.
232,Monsters; Inc.,2001,2004,James Sullivan e Mike Wazowski sao monstros; ganham a vida assustando criancas e sao os melhores no negocio ... mesmo que tenham mais medo dos filhos do que deles. Quando uma crianca acidentalmente entra em seu mundo; James e Mike descobrem que as criancas nao devem ter medo e descobrem uma conspiracao que poderia ameacar todas as criancas do mundo.
233,The Wolverine,2013,2016,Wolverine enfrenta seu maior inimigo - e testes de seus limites fisicos; emocionais e mortais - em uma viagem de mudanca de vida para o Japao moderno.
234,Star Wars: Episode I - The Phantom Menace,1999,2002,Anakin Skywalker; um jovem escravo forte com a Forca; e descoberto em Tatooine. Enquanto isso; os malvados Sith retornaram; encenando sua trama de vinganca contra os Jedi.
235,The Croods,2013,2016,Os Croods e uma aventura de comedia pre-historica que acompanha a primeira familia do mundo quando eles embarcam em uma jornada de sua vida; quando a caverna que sempre os protegeu do perigo e destruida. Viajando atraves de uma paisagem espetacular; os Croods descobrem um novo mundo incrivel; cheio de criaturas fantasticas - e suas perspectivas mudam para sempre.
236,AstArix aux Jeux Olympiques,2008,2011,Asterix e Obelix tem que ganhar os Jogos Olimpicos para ajudar seu amigo Alafolix a casar com a princesa Irina (interpretada pela supermodelo Vanessa Hessler). Brutus (Benot Poelvoorde) usa todos os truques do livro para ter seu proprio time vencer o jogo; e se livrar de seu pai Julio Cesar (Alain Delon) no processo.
237,Windtalkers,2002,2005,Joe Enders e um fuzileiro naval designado para proteger um vendedor de velas - um dos varios indios Navajo que foram usados ??para transmitir mensagens durante a Segunda Guerra Mundial porque sua linguagem falada era indecifravel para decifradores de codigo japoneses.
238,The Huntsman: Winter's War,2016,2019,Quando duas irmas malvadas se preparam para conquistar a terra; dois renegados - Eric; o Cacador; que ajudaram Branca de Neve a derrotar Ravena em Branca de Neve e o Cacador; e sua amante proibida; Sara - decidiram dete-los.
239,Teenage Mutant Ninja Turtles,2014,2017,A cidade precisa de herois. A escuridao se instalou sobre a cidade de Nova York; enquanto Shredder e seu malvado Foot Clan tem um controle ferrenho sobre tudo; desde a policia ate os politicos. O futuro e sombrio ate que quatro improvaveis ??irmaos proscritos saem dos esgotos e descobrem seu destino como Tartarugas Ninjas. As Tartarugas devem trabalhar com a destemida reporter April e seu sabio cinegrafista Vern Fenwick para salvar a cidade e desvendar o plano diabolico de Shredder.
240,Gravity,2013,2016,Dr. Ryan Stone; um engenheiro medico brilhante em sua primeira missao de Shuttle; com o veterano astronauta Matt Kowalsky no comando de seu ultimo voo antes de se aposentar. Mas em uma caminhada espacial aparentemente rotineira; o desastre acontece. O Vaivem e destruido; deixando Stone e Kowalsky completamente sozinhos amarrados a nada alem de um ao outro e espiralando na escuridao do espaco. O silencio ensurdecedor diz que eles perderam qualquer ligacao com a Terra e qualquer chance de resgate. Quando o medo se transforma em panico; cada trago de ar consome o pouco de oxigenio que resta. Mas o unico caminho para casa pode ser ir mais longe na aterradora extensao do espaco.
